ros_time_sec,ros_time_nsec,O_T_EE_0,O_T_EE_1,O_T_EE_2,O_T_EE_3,O_T_EE_4,O_T_EE_5,O_T_EE_6,O_T_EE_7,O_T_EE_8,O_T_EE_9,O_T_EE_10,O_T_EE_11,O_T_EE_12,O_T_EE_13,O_T_EE_14,O_T_EE_15
1774903393.000000000,773317337.000000000,0.996179088,-0.076159352,0.042517341,0.000000000,-0.075534295,-0.997003220,-0.016121281,0.000000000,0.043618552,0.012848413,-0.998965635,0.000000000,0.567630786,-0.052085223,0.104728938,1.000000000
1774903393.000000000,807868957.000000000,0.996241649,-0.075435831,0.042340985,0.000000000,-0.074767673,-0.997043835,-0.017150312,0.000000000,0.043510404,0.013920386,-0.998955989,0.000000000,0.569411698,-0.052544291,0.100467430,1.000000000
1774903393.000000000,841575622.000000000,0.996271621,-0.074827430,0.042713694,0.000000000,-0.074116385,-0.997077546,-0.017996545,0.000000000,0.043936347,0.014763947,-0.998925234,0.000000000,0.571225068,-0.052960694,0.096608239,1.000000000
1774903393.000000000,875203371.000000000,0.996367538,-0.074066819,0.041792145,0.000000000,-0.073331438,-0.997119532,-0.018864963,0.000000000,0.043069861,0.015732061,-0.998948191,0.000000000,0.572544730,-0.053340962,0.092271091,1.000000000
1774903393.000000000,909168958.000000000,0.996425779,-0.073046598,0.042197256,0.000000000,-0.072291833,-0.997190091,-0.019145757,0.000000000,0.043478056,0.016027118,-0.998925818,0.000000000,0.574169840,-0.053774014,0.088498978,1.000000000
1774903393.000000000,943566083.000000000,0.996509204,-0.072248606,0.041596777,0.000000000,-0.071500689,-0.997246138,-0.019197379,0.000000000,0.042870035,0.016156478,-0.998950013,0.000000000,0.575414873,-0.054194597,0.084419184,1.000000000
1774903393.000000000,977522850.000000000,0.996519128,-0.071913963,0.041937521,0.000000000,-0.071159046,-0.997270024,-0.019225950,0.000000000,0.043206479,0.016175105,-0.998935216,0.000000000,0.576806208,-0.054496991,0.080744226,1.000000000
1774903394.000000000,11746406.000000000,0.996568548,-0.071389141,0.041658929,0.000000000,-0.070628626,-0.997303340,-0.019452292,0.000000000,0.042936098,0.016443546,-0.998942491,0.000000000,0.577897564,-0.054657652,0.076962027,1.000000000
1774903394.000000000,46058654.000000000,0.996574363,-0.071062100,0.042076875,0.000000000,-0.070274618,-0.997319328,-0.019909348,0.000000000,0.043379716,0.016884535,-0.998915969,0.000000000,0.579039758,-0.054778156,0.073385824,1.000000000
1774903394.000000000,79339504.000000000,0.996567732,-0.070620318,0.042968290,0.000000000,-0.069799138,-0.997344392,-0.020322188,0.000000000,0.044290195,0.017253620,-0.998869707,0.000000000,0.580284177,-0.054928128,0.070202068,1.000000000
1774903394.000000000,112959384.000000000,0.996623835,-0.070104135,0.042509873,0.000000000,-0.069283378,-0.997377035,-0.020484374,0.000000000,0.043835254,0.017470324,-0.998886009,0.000000000,0.581071052,-0.055072222,0.066693358,1.000000000
